GBP curncy,1999-5-21,1.6011
SFSW20 curncy,1999-5-21,3.925
GBP20Y curncy,1999-5-21,
SFBS20 curncy,1999-5-21,
JPY curncy,1999-5-21,124
JPY20Y curncy,1999-5-21,
NOK curncy,1999-5-21,7.7874
BPSW20 curncy,1999-5-21,5.67
BPBS20 curncy,1999-5-21,
NZD curncy,1999-5-21,0.5445
NOK20Y curncy,1999-5-21,
JYSW20 curncy,1999-5-21,2.4
NZD20Y curncy,1999-5-21,
SEK curncy,1999-5-21,8.4873
JYBS20 curncy,1999-5-21,
SEK20Y curncy,1999-5-21,
NKBS20 curncy,1999-5-21,
USSWAP20 curncy,1999-5-21,6.445
NKSW20 curncy,1999-5-21,
NDSWAP20 curncy,1999-5-21,
EUR curncy,1999-5-21,1.0585
NDBS20 curncy,1999-5-21,
EUR20Y curncy,1999-5-21,
SKSW20 curncy,1999-5-21,
SKBS20 curncy,1999-5-21,
EUBS20 curncy,1999-5-21,
EUSA20 curncy,1999-5-21,5.01
AUD curncy,1999-6-14,0.6637
AUD20Y curncy,1999-6-14,
ADBS20 curncy,1999-6-14,
CAD curncy,1999-6-14,1.4608
ADSWAP20 curncy,1999-6-14,7.08
CAD20Y curncy,1999-6-14,
CHF curncy,1999-6-14,1.5295
CDBS20 curncy,1999-6-14,
CHF20Y curncy,1999-6-14,
GBP curncy,1999-6-14,1.6065
CDSW20 curncy,1999-6-14,
GBP20Y curncy,1999-6-14,
JPY curncy,1999-6-14,120.61
SFBS20 curncy,1999-6-14,
JPY20Y curncy,1999-6-14,
NOK curncy,1999-6-14,7.855
SFSW20 curncy,1999-6-14,4.1825
BPBS20 curncy,1999-6-14,
NZD curncy,1999-6-14,0.5388
NOK20Y curncy,1999-6-14,
BPSW20 curncy,1999-6-14,5.905
SEK curncy,1999-6-14,8.4965
NZD20Y curncy,1999-6-14,
JYBS20 curncy,1999-6-14,
JYSW20 curncy,1999-6-14,2.72
SEK20Y curncy,1999-6-14,
NKBS20 curncy,1999-6-14,
USSWAP20 curncy,1999-6-14,6.87
EUR curncy,1999-6-14,1.0423
NDBS20 curncy,1999-6-14,
NKSW20 curncy,1999-6-14,
EUR20Y curncy,1999-6-14,
SKBS20 curncy,1999-6-14,
NDSWAP20 curncy,1999-6-14,
EUBS20 curncy,1999-6-14,
SKSW20 curncy,1999-6-14,
EUSA20 curncy,1999-6-14,5.3325
AUD curncy,1999-7-12,0.6609
AUD20Y curncy,1999-7-12,
CAD curncy,1999-7-12,1.4788
ADSWAP20 curncy,1999-7-12,6.88
ADBS20 curncy,1999-7-12,
CAD20Y curncy,1999-7-12,
CHF curncy,1999-7-12,1.5818
CDSW20 curncy,1999-7-12,
GBP curncy,1999-7-12,1.5574
CHF20Y curncy,1999-7-12,
CDBS20 curncy,1999-7-12,
GBP20Y curncy,1999-7-12,
JPY curncy,1999-7-12,122.12
SFSW20 curncy,1999-7-12,4.5025
NOK curncy,1999-7-12,7.992
SFBS20 curncy,1999-7-12,
JPY20Y curncy,1999-7-12,
NZD curncy,1999-7-12,0.5241
BPSW20 curncy,1999-7-12,5.71
NOK20Y curncy,1999-7-12,
SEK curncy,1999-7-12,8.6027
BPBS20 curncy,1999-7-12,
NZD20Y curncy,1999-7-12,
JYSW20 curncy,1999-7-12,2.85
SEK20Y curncy,1999-7-12,
JYBS20 curncy,1999-7-12,
USSWAP20 curncy,1999-7-12,6.72
NKSW20 curncy,1999-7-12,
EUR curncy,1999-7-12,1.0145
NDSWAP20 curncy,1999-7-12,
NKBS20 curncy,1999-7-12,
EUR20Y curncy,1999-7-12,
SKSW20 curncy,1999-7-12,
EUBS20 curncy,1999-7-12,
NDBS20 curncy,1999-7-12,
EUSA20 curncy,1999-7-12,5.485
SKBS20 curncy,1999-7-12,
AUD curncy,1999-8-16,0.6486
AUD20Y curncy,1999-8-16,
CAD curncy,1999-8-16,1.4834
ADSWAP20 curncy,1999-8-16,7.25
ADBS20 curncy,1999-8-16,
CAD20Y curncy,1999-8-16,
CHF curncy,1999-8-16,1.5138
CHF20Y curncy,1999-8-16,
GBP curncy,1999-8-16,1.6012
CDSW20 curncy,1999-8-16,
CDBS20 curncy,1999-8-16,
GBP20Y curncy,1999-8-16,
JPY curncy,1999-8-16,114.59
JPY20Y curncy,1999-8-16,
NOK curncy,1999-8-16,7.784
SFSW20 curncy,1999-8-16,4.3975
SFBS20 curncy,1999-8-16,
NZD curncy,1999-8-16,0.5275
NOK20Y curncy,1999-8-16,
BPSW20 curncy,1999-8-16,6
BPBS20 curncy,1999-8-16,
NZD20Y curncy,1999-8-16,
SEK curncy,1999-8-16,8.2915
JYBS20 curncy,1999-8-16,
SEK20Y curncy,1999-8-16,
JYSW20 curncy,1999-8-16,3
USSWAP20 curncy,1999-8-16,7.13
NKBS20 curncy,1999-8-16,
NKSW20 curncy,1999-8-16,
EUR curncy,1999-8-16,1.0581
EUR20Y curncy,1999-8-16,
NDBS20 curncy,1999-8-16,
NDSWAP20 curncy,1999-8-16,
SKBS20 curncy,1999-8-16,
EUBS20 curncy,1999-8-16,
SKSW20 curncy,1999-8-16,
EUSA20 curncy,1999-8-16,5.822
AUD curncy,1999-9-22,0.6509
AUD20Y curncy,1999-9-22,
ADSWAP20 curncy,1999-9-22,7.11
CAD curncy,1999-9-22,1.4708
ADBS20 curncy,1999-9-22,
CAD20Y curncy,1999-9-22,
CHF curncy,1999-9-22,1.5377
CDSW20 curncy,1999-9-22,
CHF20Y curncy,1999-9-22,
CDBS20 curncy,1999-9-22,
GBP curncy,1999-9-22,1.6294
SFBS20 curncy,1999-9-22,
JPY curncy,1999-9-22,104.33
GBP20Y curncy,1999-9-22,
SFSW20 curncy,1999-9-22,4.4
NOK curncy,1999-9-22,7.875
